@relation lexicons/arabic/translated_from_english/text_lexicons_without_instructions_etc/bingliu_ar.txt

@attribute english string 
@attribute arabic string
@attribute buckwalter string
@attribute sentscore numeric 

@data
"sobering","حكمة","Hkmp",-1
"solemn","مهيب","mhyb",-1
"solicitude","اهتمام","AhtmAm",-1
"somber","نكد","nkd",-1
"sore","قرحة","qrHp",-1
"sorely","بمرارة","bmrArp",-1
"soreness","وجع","wjE",-1
"sorrow","حزن","Hzn",-1
"sorrowful","محزن","mHzn",-1
"sorrowfully","الحسرة","AlHsrp",-1
"sorry","آسف","Asf",-1
"sour","حامض","HAmD",-1
"sourly","بحدة","bHdp",-1
"spade","مجرفة","mjrfp",-1
"spank","صفعة على الكفل","SfEp Ely Alkfl",-1
"spendy","غال","gAl",-1
"spew","تقيأ","tqyA",-1
"spewed","انبعث","AnbEv",-1
"spewing","يقذف","yq*f",-1
"spews","يتقيأ","ytqyA",-1
"spilling","إراقة","ArAqp",-1
"spinster","العانس","AlEAns",-1
"spiritless","خائر","xA}r",-1
"spite","رغم","rgm",-1
"spiteful","حاقد","HAqd",-1
"spitefully","يسيئون","ysy}wn",-1
"spitefulness","حقد","Hqd",-1
"splatter","بقع","bqE",-1
"split","الانقسام","AlAnqsAm",-1
"splitting","شق","$q",-1
"spoil","غنيمة","gnymp",-1
"spoilage","تلف","tlf",-1
"spoilages","spoilages","spoilages",-1
"spoiled","مدلل","mdll",-1
"spoilled","spoilled","spoilled",-1
"spoils","الغنائم","AlgnA}m",-1
"spook","شبح","$bH",-1
"spookier","spookier","spookier",-1
"spookiest","spookiest","spookiest",-1
"spookily","spookily","spookily",-1
"spooky","مجفل","mjfl",-1
"spoon-fed","التلقين","Altlqyn",-1
"spoon-feed","دلل","dll",-1
"spoonfed","spoonfed","spoonfed",-1
"sporadic","متقطع","mtqTE",-1
"spotty","منقط","mnqT",-1
"spurious","زائف","zA}f",-1
"spurn","صد","Sd",-1
"sputter","بصق","bSq",-1
"squabble","شجار","$jAr",-1
"squabbling","الخلافات","AlxlAfAt",-1
"squander","بدد","bdd",-1
"squash","قرع","qrE",-1
"squeak","صرير","Sryr",-1
"squeaks","الصرير","AlSryr",-1
"squeaky","حاد","HAd",-1
"squeal","انتحب","AntHb",-1
"squealing","الأنين","AlAnyn",-1
"squeals","الصئيل","AlS}yl",-1
"squirm","تشنج","t$nj",-1
"stab","طعنة","TEnp",-1
"stagnant","راكد","rAkd",-1
"stagnate","ركد","rkd",-1
"stagnation","ركود","rkwd",-1
"staid","رزين","rzyn",-1
"stain","وصمة","wSmp",-1
"stains","البقع","AlbqE",-1
"stale","قديمة","qdymp",-1
"stalemate","طريق مسدود","Tryq msdwd",-1
"stall","كشك","k$k",-1
"stalls","الأكشاك","AlAk$Ak",-1
"stammer","تأتأة","tAtAp",-1
"stampede","فرار جماعي","frAr jmAEy",-1
"standstill","طريق مسدود","Tryq msdwd",-1
"stark","بكل معنى الكلمة","bkl mEny Alklmp",-1
"starkly","بشكل صارخ","b$kl SArx",-1
"startle","جفل","jfl",-1
"startling","مذهل","m*hl",-1
"startlingly","بشكل مذهل","b$kl m*hl",-1
"starvation","الموت جوعا","Almwt jwEA",-1
"starve","جاع","jAE",-1
"static","ساكن","sAkn",-1
"steal","سرقة","srqp",-1
"stealing","سرقة","srqp",-1
"steals","يسرق","ysrq",-1
"steep","انحدار","AnHdAr",-1
"steeply","بشكل حاد","b$kl HAd",-1
"stench","رائحة نتنة","rA}Hp ntnp",-1
"stereotype","الصورة النمطية","AlSwrp AlnmTyp",-1
"stereotypical","قولبي","qwlby",-1
"stereotypically","مبسط","mbsT",-1
"stern","مؤخرة","mWxrp",-1
"stew","خنة","xnp",-1
"sticky","لزج","lzj",-1
"stiff","صلب","Slb",-1
"stiffness","صلابة","SlAbp",-1
"stifle","خنق","xnq",-1
"stifling","خانق","xAnq",-1
"stiflingly","ستيفلينجلي","styflynjly",-1
"stigma","وصمة عار","wSmp EAr",-1
"stigmatize","وصم","wSm",-1
"sting","لدغة","ldgp",-1
"stinging","لاذع","lA*E",-1
"stingingly","stingingly","stingingly",-1
"stingy","بخيل","bxyl",-1
"stink","نتن","ntn",-1
"stinks","ينتن","yntn",-1
"stodgy","ثقيل","vqyl",-1
"stole","نهب","nhb",-1
"stolen","مسروق","msrwq",-1
"stooge","مستضعف","mstDEf",-1
"stooges","المضحكين","AlmDHkyn",-1
"stormy","عاصف","EASf",-1
"straggle","تنتشر المنازل","tnt$r AlmnAzl",-1
"straggler","المتشرد","Almt$rd",-1
"strain","سلالة","slAlp",-1
"strained","متصنع","mtSnE",-1
"straining","تجهد","tjhd",-1
"strange","غريب","gryb",-1
"strangely","الغريب","Algryb",-1
"stranger","غريب","gryb",-1
"strangest","أغرب","Agrb",-1
"strangle","خنق","xnq",-1
"streaky","معرق","mErq",-1
"strenuous","نشيط","n$yT",-1
"stress","إجهاد","AjhAd",-1
"stresses","الضغوط","AlDgwT",-1
"stressful","المجهدة","Almjhdp",-1
"stressfully","stressfully","stressfully",-1
"stricken","مكروب","mkrwb",-1
"strict","صارم","SArm",-1
"strictly","بدقة","bdqp",-1
"strident","حاد","HAd",-1
"stridently","حادة","HAdp",-1
"strife","صراع","SrAE",-1
"strike","إضراب","ADrAb",-1
"stringent","صارم","SArm",-1
"stringently","صارم","SArm",-1
"struck","ضرب","Drb",-1
"struggle","صراع","SrAE",-1
"struggled","كافح","kAfH",-1
"struggles","النضالات","AlnDAlAt",-1
"struggling","تكافح","tkAfH",-1
"strut","تبختر","tbxtr",-1
"stubborn","عنيد","Enyd",-1
"stubbornly","بعناد","bEnAd",-1
"stubbornness","عناد","EnAd",-1
"stuck","عالق","EAlq",-1
"stuffy","متجهم الوجه","mtjhm Alwjh",-1
"stumble","تعثر","tEvr",-1
"stumbled","تعثرت","tEvrt",-1
"stumbles","يتعثر","ytEvr",-1
"stump","عقب السيجارة","Eqb AlsyjArp",-1
"stumped","الحيرة","AlHyrp",-1
"stumps","جذوعها","j*wEhA",-1
"stun","صعق","SEq",-1
"stunt","حيلة","Hylp",-1
"stunted","توقف","twqf",-1
"stupid","غبي","gby",-1
"stupidest","أغبى","Agby",-1
"stupidity","غباء","gbA'",-1
"stupidly","بغباء","bgbA'",-1
"stupified","stupified","stupified",-1
"stupify","stupify","stupify",-1
"stupor","ذهول","*hwl",-1
"stutter","تلعثم","tlEvm",-1
"stuttered","تمتمت","tmtmt",-1
"stuttering","تمتمة","tmtmp",-1
"stutters","التعتعة","AltEtEp",-1
"sty","مكان قذر","mkAn q*r",-1
"stymied","في وضع حرج","fy wDE Hrj",-1
"sub-par","دون المستوى","dwn Almstwy",-1
"subdued","مكبوت","mkbwt",-1
"subjected","تعرض","tErD",-1
"subjection","إخضاع","AxDAE",-1
"subjugate","قهر","qhr",-1
"subjugation","إخضاع","AxDAE",-1
"submissive","منقاد","mnqAd",-1
"subordinate","المرؤوس","AlmrWws",-1
"subpoena","استدعاء","AstdEA'",-1
"subpoenas","مذكرات الجلب","m*krAt Aljlb",-1
"subservience","خنوع","xnwE",-1
"subservient","تابع","tAbE",-1
"substandard","دون المستوى","dwn Almstwy",-1
"subtract","طرح","TrH",-1
"subversion","تخريب","txryb",-1
"subversive","مخرب","mxrb",-1
"subversively","subversively","subversively",-1
"subvert","تخريب","txryb",-1
"succumb","استسلم","Astslm",-1
"suck","مص","mS",-1
"sucked","امتص","AmtS",-1
"sucker","إبله","Ablh",-1
"sucks","تمتص","tmtS",-1
"sucky","مرضية تماما، فيرجى","mrDyp tmAmA, fyrjy",-1
"sue","قاضى","qADy",-1
"sued","دعوى قضائية ضد","dEwy qDA}yp Dd",-1
"sueing","sueing","sueing",-1
"sues","السويس","Alswys",-1
"suffer","عانى","EAny",-1
"suffered","عانى","EAny",-1
"sufferer","مريض","mryD",-1
"sufferers","الذين يعانون من","Al*yn yEAnwn mn",-1
"suffering","معاناة","mEAnAp",-1
"suffers","يعاني","yEAny",-1
"suffocate","خنق","xnq",-1
"sugar-coat","السكر معطف","Alskr mETf",-1
"sugar-coated","مغطى بالسكر","mgTy bAlskr",-1
"sugarcoated","مغطى بالسكر","mgTy bAlskr",-1
"suicidal","انتحاري","AntHAry",-1
"suicide","انتحار","AntHAr",-1
"sulk","حرد","Hrd",-1
"sullen","متجهم","mtjhm",-1
"sully","تلطخ","tlTx",-1
"sunder","شطر","$Tr",-1
"sunk","غرقت","grqt",-1
"sunken","غائر","gA}r",-1
"superficial","سطحي","sTHy",-1
"superficiality","سطحية","sTHyp",-1
"superficially","بشكل سطحي","b$kl sTHy",-1
"superfluous","غير ضروري","gyr Drwry",-1
"superstition","خرافة","xrAfp",-1
"superstitious","خرافي","xrAfy",-1
"suppress","قمع","qmE",-1
"suppression","قمع","qmE",-1
"surrender","استسلام","AstslAm",-1
"susceptible","عرضة","ErDp",-1
"suspect","مشتبه فيه","m$tbh fyh",-1
"suspicion","اشتباه","A$tbAh",-1
"suspicions","الشكوك","Al$kwk",-1
"suspicious","مشبوه","m$bwh",-1
"suspiciously","بارتياب","bArtyAb",-1
"swagger","اختيال","AxtyAl",-1
"swamped","اغراق","AgrAq",-1
"sweaty","تفوح منه رائحة العرق","tfwH mnh rA}Hp AlErq",-1
"swelled","تضخمت","tDxmt",-1
"swelling","تورم","twrm",-1
"swindle","احتيال","AHtyAl",-1
"swipe","صفعة","SfEp",-1
"swollen","متورم","mtwrm",-1
"symptom","عرض","ErD",-1
"symptoms","الأعراض","AlAErAD",-1
"syndrome","متلازمة","mtlAzmp",-1
"taboo","محرم","mHrm",-1
"tacky","مبتذل","mbt*l",-1
"taint","تلوث","tlwv",-1
"tainted","الملوث","Almlwv",-1
"tamper","تلاعب","tlAEb",-1
"tangle","تشابك","t$Abk",-1
"tangled","متشابكة","mt$Abkp",-1
"tangles","التشابك","Alt$Abk",-1
"tank","خزان","xzAn",-1
"tanked","سكران","skrAn",-1
"tanks","الدبابات","AldbAbAt",-1
"tantrum","نوبة غضب","nwbp gDb",-1
"tardy","غير مبالي","gyr mbAly",-1
"tarnish","تلطخ","tlTx",-1
"tarnished","شوهت","$wht",-1
"tarnishes","يشوه","y$wh",-1
"tarnishing","تشويه","t$wyh",-1
"tattered","رث الثياب","rv AlvyAb",-1
"taunt","تهكم","thkm",-1
"taunting","السخرية","Alsxryp",-1
"tauntingly","tauntingly","tauntingly",-1
"taunts","التهكم","Althkm",-1
"taut","مشدود","m$dwd",-1
"tawdry","تافهة","tAfhp",-1
"taxing","شاق مرهق","$Aq mrhq",-1
"tease","ندف","ndf",-1
"teasingly","مثار","mvAr",-1
"tedious","ممل","mml",-1
"tediously","مضجر","mDjr",-1
"temerity","تهور","thwr",-1
"temper","مزاج","mzAj",-1
"tempest","عاصفة","EASfp",-1
"temptation","إغراء","AgrA'",-1
"tenderness","حنان","HnAn",-1
"tense","توتر","twtr",-1
"tension","توتر","twtr",-1
"tentative","مؤقت","mWqt",-1
"tentatively","مؤقتا","mWqtA",-1
"tenuous","ضعيف","DEyf",-1
"tenuously","خيط رفيع","xyT rfyE",-1
"tepid","فاتر","fAtr",-1
"terrible","رهيب","rhyb",-1
"terribleness","الفظاعه","AlfZAEh",-1
"terribly","رهيب","rhyb",-1
"terror","رعب","rEb",-1
"terror-genic","الارهاب الجيني","AlArhAb Aljyny",-1
"terrorism","إرهاب","ArhAb",-1
"terrorize","إرهاب","ArhAb",-1
"testily","بنزق","bnzq",-1
"testy","سريع الغضب","sryE AlgDb",-1
"tetchily","tetchily","tetchily",-1
"tetchy","سريع الغضب","sryE AlgDb",-1
"thankless","ناكر للجميل","nAkr lljmyl",-1
"thicker","سمكا","smkA",-1
"thirst","عطش","ET$",-1
"thorny","شائك","$A}k",-1
"thoughtless","أرعن","ArEn",-1
"thoughtlessly","تفكير","tfkyr",-1
"thoughtlessness","طيش","Ty$",-1
"thrash","جلد","jld",-1
"threat","التهديد","Althdyd",-1
"threaten","هدد","hdd",-1
"threatening","مهدد","mhdd",-1
"threats","التهديدات","AlthdydAt",-1
"threesome","مجموعة من ثلاثة أشخاص","mjmwEp mn vlAvp A$xAS",-1
"throb","نبض","nbD",-1
"throbbed","نبضت","nbDt",-1
"throbbing","الخفقان","AlxfqAn",-1
"throbs","الدقات","AldqAt",-1
"throttle","خنق","xnq",-1
"thug","سفاح","sfAH",-1
"thumb-down","الإبهام لأسفل","AlAbhAm lAsfl",-1
"thumbs-down","استهجن","Asthjn",-1
"thwart","إحباط","AHbAT",-1
"time-consuming","استهلاك الوقت","AsthlAk Alwqt",-1
"timid","خجول","xjwl",-1
"timidity","خجل","xjl",-1
"timidly","بخجل","bxjl",-1
"timidness","الخجل","Alxjl",-1
"tin-y","القصدير-Y","AlqSdyr-y",-1
"tingled","متوخز","mtwxz",-1
"tingling","تنميل","tnmyl",-1
"tired","متعب","mtEb",-1
"tiresome","ممل","mml",-1
"tiring","متعب","mtEb",-1
"tiringly","tiringly","tiringly",-1
"toil","كدح","kdH",-1
"toll","رسوم","rswm",-1
"top-heavy","أعلى الثقيلة","AEly Alvqylp",-1
"topple","قلب","qlb",-1
"torment","عذاب","E*Ab",-1
"tormented","معذب","mE*b",-1
"torrent","سيل","syl",-1
"tortuous","متعرج","mtErj",-1
"torture","تعذيب","tE*yb",-1
"tortured","تعذيب","tE*yb",-1
"tortures","التعذيب","AltE*yb",-1
"torturing","تعذيب","tE*yb",-1
"torturous","تعذيبا","tE*ybA",-1
"torturously","torturously","torturously",-1
"totalitarian","شمولي","$mwly",-1
"touchy","شديد الحساسية","$dyd AlHsAsyp",-1
"toughness","صلابة","SlAbp",-1
"tout","بائع متجول","bA}E mtjwl",-1
"touted","توصف","twSf",-1
"touts","تنتهج","tnthj",-1
"toxic","سام","sAm",-1
"traduce","وشى","w$y",-1
"tragedy","مأساة","mAsAp",-1
"tragic","مأساوي","mAsAwy",-1
"tragically","مأساويا","mAsAwyA",-1
"traitor","خائن","xA}n",-1
"traitorous","خائن","xA}n",-1
"traitorously","traitorously","traitorously",-1
"tramp","متشرد","mt$rd",-1
"trample","سحق","sHq",-1
"transgress","تجاوز","tjAwz",-1
"transgression","مخالفة","mxAlfp",-1
"trap","فخ","fx",-1
"traped","traped","traped",-1
"trapped","المحاصرين","AlmHASryn",-1
"trash","قمامة","qmAmp",-1
"trashed","الحضيض","AlHDyD",-1
"trashy","ملىء بالقمامة","mly' bAlqmAmp",-1
"trauma","صدمة","Sdmp",-1
"traumatic","جرحي","jrHy",-1
"traumatically","جارح","jArH",-1
"traumatize","الهلع","AlhlE",-1
"traumatized","صدمة","Sdmp",-1
"travesties","التحريفات","AltHryfAt",-1
"travesty","صورة زائفة","Swrp zA}fp",-1
"treacherous","غادر","gAdr",-1
"treacherously","غدرا","gdrA",-1
"treachery","خيانة","xyAnp",-1
"treason","خيانة","xyAnp",-1
"treasonous","خيانة","xyAnp",-1
"trick","خدعة","xdEp",-1
"tricked","خداع","xdAE",-1
"trickery","تحايل","tHAyl",-1
"tricky","صعب","SEb",-1
"trivial","تافه","tAfh",-1
"trivialize","يهون","yhwn",-1
"trouble","مشكلة","m$klp",-1
"troubled","قلق","qlq",-1
"troublemaker","غوغائي","gwgA}y",-1
"troubles","مشاكل","m$Akl",-1
"troublesome","مزعج","mzEj",-1
"troublesomely","troublesomely","troublesomely",-1
"troubling","مقلق","mqlq",-1
"troublingly","مقلق","mqlq",-1
"truant","غائب","gA}b",-1
"tumble","تعثر","tEvr",-1
"tumbled","تراجع","trAjE",-1
"tumbles","السقوط","AlsqwT",-1
"tumultuous","هائج","hA}j",-1
"turbulent","مشاغب","m$Agb",-1
"turmoil","اضطراب","ADTrAb",-1
"twist","تحريف","tHryf",-1
"twisted","ملفوف","mlfwf",-1
"twists","التقلبات","AltqlbAt",-1
"two-faced","ذو وجهين","*w wjhyn",-1
"two-faces","#NAME?","#NAME?",-1
"tyrannical","استبدادي","AstbdAdy",-1
"tyrannically","استبدادية","AstbdAdyp",-1
"tyranny","استبداد","AstbdAd",-1
"tyrant","طاغية","TAgyp",-1
"ugh","قرف","qrf",-1
"uglier","أقبح","AqbH",-1
"ugliest","أقبح","AqbH",-1
"ugliness","قبح","qbH",-1
"ugly","قبيح","qbyH",-1
"ulterior","خفي","xfy",-1
"ultimatum","إنذار","An*Ar",-1
"ultimatums","الانذارات","AlAn*ArAt",-1
"ultra-hardline","المتشددة جدا","Almt$ddp jdA",-1
"un-viewable","برنامج الأمم المتحدة للللعرض","brnAmj AlAmm AlmtHdp llllErD",-1
"unable","غير قادر","gyr qAdr",-1
"unacceptable","غير مقبول","gyr mqbwl",-1
"unacceptablely","unacceptablely","unacceptablely",-1
"unacceptably","غير مقبول","gyr mqbwl",-1
"unaccessible","غير ممكن","gyr mmkn",-1
"unaccustomed","غير متعود","gyr mtEwd",-1
"unachievable","غير قابلة للتحقيق","gyr qAblp lltHqyq",-1
"unaffordable","لا يمكن تحمله","lA ymkn tHmlh",-1
"unappealing","غير جذاب","gyr j*Ab",-1
"unattractive","غير جذاب","gyr j*Ab",-1
"unauthentic","مزيف","mzyf",-1
"unavailable","غير متاح","gyr mtAH",-1
"unavoidably","لا يمكن تجنبه","lA ymkn tjnbh",-1
"unbearable","لا يطاق","lA yTAq",-1
"unbearablely","unbearablely","unbearablely",-1
"unbelievable","لا يصدق","lA ySdq",-1
"unbelievably","لا يصدق","lA ySdq",-1
"uncaring","غير مكترثة","gyr mktrvp",-1
"uncertain","غير مؤكد","gyr mWkd",-1
"uncivil","غير متمدن","gyr mtmdn",-1
"uncivilized","غير متحضر","gyr mtHDr",-1
"unclean","نجس","njs",-1
"unclear","غير واضح","gyr wADH",-1
"uncollectible","غير قابلة للتحصيل","gyr qAblp lltHSyl",-1
"uncomfortable","غير مريح","gyr mryH",-1
"uncomfortably","غير مريح","gyr mryH",-1
"uncomfy","أونكومفي","Awnkwmfy",-1
"uncompetitive","غير قادرة على المنافسة","gyr qAdrp Ely AlmnAfsp",-1
"uncompromising","عنيد","Enyd",-1
"uncompromisingly","دون هوادة","dwn hwAdp",-1
"unconfirmed","غير مؤكد","gyr mWkd",-1
"unconstitutional","غير دستوري","gyr dstwry",-1
"uncontrolled","غير المنضبط","gyr AlmnDbT",-1
"unconvincing","غير مقنع للعقل","gyr mqnE llEql",-1
"unconvincingly","غير مقنع","gyr mqnE",-1
"uncooperative","غير متعاون","gyr mtEAwn",-1
"uncouth","غير مألوف","gyr mAlwf",-1
"uncreative","غير البناء","gyr AlbnA'",-1
"undecided","متردد","mtrdd",-1
"undefined","غير محدد","gyr mHdd",-1
"undependability","undependability","undependability",-1
"undependable","غير موثوق","gyr mwvwq",-1
"undercut","ضرب كرة الغولف","Drb krp Algwlf",-1
"undercuts","يضعف","yDEf",-1
"undercutting","الخفض","AlxfD",-1
"underdog","خاسر","xAsr",-1
"underestimate","استخف","Astxf",-1
"underlings","تنتابهم","tntAbhm",-1
"undermine","تقويض","tqwyD",-1
"undermined","قوض","qwD",-1
"undermines","تقويضه","tqwyDh",-1
"undermining","تقويض","tqwyD",-1
"underpaid","يتقاضون أجورا","ytqADwn AjwrA",-1
"underpowered","أضعفت","ADEft",-1
"undersized","أصغر من الحجم العادي","ASgr mn AlHjm AlEAdy",-1
"undesirable","غير مرغوب فيه","gyr mrgwb fyh",-1
"undetermined","غير حازم","gyr HAzm",-1
"undid","أفقرت","Afqrt",-1
"undignified","غير وقور","gyr wqwr",-1
"undissolved","غير منحل","gyr mnHl",-1
"undocumented","لا يحملون وثائق","lA yHmlwn wvA}q",-1
"undone","غير مصنوع","gyr mSnwE",-1
"undue","مفرط","mfrT",-1
"unease","القلق","Alqlq",-1
"uneasily","بصعوبة","bSEwbp",-1
"uneasiness","قلق","qlq",-1
"uneasy","غير مستقر","gyr mstqr",-1
"uneconomical","غير اقتصادية","gyr AqtSAdyp",-1
"unemployed","عاطل عن العمل","EATl En AlEml",-1
"unequal","غير متكافئ","gyr mtkAf}",-1
"unethical","غير أخلاقية","gyr AxlAqyp",-1
"uneven","متفاوت","mtfAwt",-1
"uneventful","هادئ","hAd}",-1
"unexpected","غير متوقع","gyr mtwqE",-1
"unexpectedly","فجأة","fjAp",-1
"unexplained","غير المبررة","gyr Almbrrp",-1
"unfairly","غير عادل","gyr EAdl",-1
"unfaithful","غير مخلص","gyr mxlS",-1
"unfaithfully","خياني","xyAny",-1
"unfamiliar","غير مألوف","gyr mAlwf",-1
"unfavorable","غير مؤات","gyr mWAt",-1
"unfeeling","عديم الشعور","Edym Al$Ewr",-1
"unfinished","ناقص","nAqS",-1
"unfit","غير مؤهل","gyr mWhl",-1
"unforeseen","غير متوقع","gyr mtwqE",-1
"unforgiving","لا ترحم","lA trHm",-1
"unfortunate","يؤسف له","yWsf lh",-1
"unfortunately","للأسف","llAsf",-1
"unfounded","أساس لها من الصحة","AsAs lhA mn AlSHp",-1
"unfriendly","غير ودي","gyr wdy",-1
"unfulfilled","لم تتحقق","lm ttHqq",-1
"unfunded","الممول","Almmwl",-1
"ungovernable","صعب المراس","SEb AlmrAs",-1
"ungrateful","جاحد","jAHd",-1
"unhappily","بتعاسة","btEAsp",-1
"unhappiness","تعاسة","tEAsp",-1
"unhappy","تعيس","tEys",-1
"unhealthy","غير صحي","gyr SHy",-1
